plu,category,commodity,variety,size,measurements_north_america,measurements_rest_of_world,restrictions_notes,botanical_name,aka,notes,revision_date,date_added,gpc,image_url,image
3456,Fruits,Melon,Winter,All Sizes,NA,NA,NA,Cucumis melo,NA,NA,2018-10-08,2015-03-27,NA,NA,NA
3457,Fruits,Plums,President,All Sizes,NA,NA,NA,Prunus spp.,NA,NA,2018-10-08,2015-03-27,NA,NA,NA
3458,Vegetables,Tomatoes,Cherry - Orange,All Sizes,NA,NA,NA,Lycopersicon esculenta,NA,NA,2018-10-08,2015-03-27,NA,NA,NA
3459,Fruits,Persimmon,Shiny Red,All Sizes,NA,NA,NA,Diospyros kaki,NA,NA,2018-10-08,2015-08-20,NA,http://check.ifpsglobal.com/file/view/3459-shiny-red-persimmon_1486570958.JPG,3459-shiny-red-persimmon_1486570958.JPG
3460,Fruits,Apples,Red Jonaprince,All Sizes,NA,NA,NA,Malus domestica,Red Prince,NA,2021-02-26,2015-08-20,NA,http://check.ifpsglobal.com/file/view/3460-red-jonaprince-apple_1460474741.JPG,3460-red-jonaprince-apple_1460474741.JPG
3461,Fruits,Apples,Lady Williams,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,2015-09-03,NA,http://check.ifpsglobal.com/file/view/lady-william-apples_1629313435.png,lady-william-apples_1629313435.png
3462,Herbs,Chives,Garlic/Chinese,All Sizes,NA,NA,NA,Allium tuberosum,NA,NA,2018-10-08,2015-09-03,NA,NA,NA
3463,Vegetables,Amaranth/Callaloo/Een Choy,NA,All Sizes,NA,NA,NA,amaranthus spp.,"Chinese spinach, yin choy",NA,2018-10-08,2016-02-12,NA,NA,NA
3464,Fruits,Mango,B-74,All Sizes,NA,NA,NA,Mangifera,Calypso™,NA,2018-10-08,2016-02-08,NA,http://check.ifpsglobal.com/file/view/ingredient-mango_1547119656.jpg,ingredient-mango_1547119656.jpg
3465,Vegetables,Peppers (Capsicums),Stripy Bell,All Sizes,NA,NA,NA,Capsicum,Enjoya™,NA,2018-10-08,2016-02-08,NA,http://check.ifpsglobal.com/file/view/3465-stripy-bell-pepper-image_1455298271.jpg,3465-stripy-bell-pepper-image_1455298271.jpg
3466,Fruits,Pears,Cape Rose,All Sizes,NA,NA,NA,Pyrus communis,Cheeky®,NA,2018-10-08,2016-02-08,NA,http://check.ifpsglobal.com/file/view/3466-cape-rose-pear-image_1455298305.jpg,3466-cape-rose-pear-image_1455298305.jpg
3467,Fruits,Apples,Regal 13-82,All Sizes,NA,NA,NA,Malus domestica,Juici™,NA,2021-02-26,2016-02-08,NA,http://check.ifpsglobal.com/file/view/3467-regal-13-82-apple-image_1455298344.jpg,3467-regal-13-82-apple-image_1455298344.jpg
3468,Fruits,Apples,Honeycrisp,Small,100 size and smaller,Average Fruit Weight less than 205g,NA,Malus domestica,NA,NA,2021-02-26,2016-03-01,NA,http://check.ifpsglobal.com/file/view/honeycrisp-apple-pic-2-082914_1456865549.jpg,honeycrisp-apple-pic-2-082914_1456865549.jpg
3469,Fruits,Grapes,Sugrasixteen,All Sizes,NA,NA,NA,Vitis Vinifera I.,SABLE SEEDLESS® brand,NA,2018-10-08,2016-05-02,NA,http://check.ifpsglobal.com/file/view/3469-sugrasixteen-grape_1462197403.JPG,3469-sugrasixteen-grape_1462197403.JPG
3470,Fruits,Melon,"Watermelon - Red, Small Seeds",All Sizes,NA,NA,NA,Citrullus lanatus,NA,NA,2018-10-08,2016-05-16,NA,http://check.ifpsglobal.com/file/view/3470-watermelon-red-small-seeds_1463430265.JPG,3470-watermelon-red-small-seeds_1463430265.JPG
3471,Vegetables,Cactus Leaves (Nopales/Cactus Pads),Baby,All Sizes,NA,NA,NA,Opuntia sp,NA,NA,2018-10-08,2016-05-26,NA,http://check.ifpsglobal.com/file/view/cactus-leaves-3471_1625791906.jpg,cactus-leaves-3471_1625791906.jpg
3472,Herbs,Sacred Pepper,NA,All Sizes,NA,NA,NA,Piper sanctum,Sacred pepper leaf,NA,2018-10-08,2016-05-26,NA,http://check.ifpsglobal.com/file/view/sacred-pepper-3472_1625791769.jpg,sacred-pepper-3472_1625791769.jpg
3473,Herbs,Epazote,NA,All Sizes,NA,NA,NA,Chenopodium ambrosioides L.,NA,NA,2018-10-08,2016-05-26,NA,http://check.ifpsglobal.com/file/view/3473-epazote-02_1616187607.jpg,3473-epazote-02_1616187607.jpg
3474,Vegetables,Sweet Potato/Yam/Kumara,Saffron,All Sizes,NA,NA,NA,Escobedia linearis Schlecht,NA,NA,2018-10-08,2016-05-26,NA,http://check.ifpsglobal.com/file/view/saffron-sweet-potato-3474-crop_1625791682.jpg,saffron-sweet-potato-3474-crop_1625791682.jpg
3475,Herbs,Mint,Peppermint,All Sizes,NA,NA,NA,Mentha piperata,NA,NA,2018-10-08,2016-05-26,NA,http://check.ifpsglobal.com/file/view/peppermint-3475_1625790587.jpg,peppermint-3475_1625790587.jpg
3476,Herbs,Orange Tree Leaf,NA,All Sizes,NA,NA,NA,Citrus x sinensis (L.) Osbeck,NA,NA,2018-10-08,2016-05-26,NA,http://check.ifpsglobal.com/file/view/orange-tree-leaf-3476_1625790500.jpg,orange-tree-leaf-3476_1625790500.jpg
3477,Herbs,Papalo,NA,All Sizes,NA,NA,NA,Porophyllum macrocephalum DC.,"Summer cilantro, Bolivian coriander",NA,2018-10-08,2016-05-26,NA,http://check.ifpsglobal.com/file/view/papalo-3477_1625790443.jpg,papalo-3477_1625790443.jpg
3478,Vegetables,Quelites,NA,All Sizes,NA,NA,NA,Chenopodium spp.,NA,NA,2018-10-08,2016-05-26,NA,http://check.ifpsglobal.com/file/view/quelite-3478_1625790359.jpg,quelite-3478_1625790359.jpg
3479,Vegetables,Chipilin Leaf,NA,All Sizes,NA,NA,NA,Crotalaria longirostrata,Chepil,NA,2018-10-08,2016-05-26,NA,http://check.ifpsglobal.com/file/view/chipilin-leaf-3479_1625790277.jpg,chipilin-leaf-3479_1625790277.jpg
3480,Vegetables,Pumpkin Vine,NA,All Sizes,NA,NA,NA,Cucurbita pepo,Pumpkin vine,NA,2018-10-08,2016-05-26,NA,http://check.ifpsglobal.com/file/view/pumpkin-vine-3480_1625790222.jpg,pumpkin-vine-3480_1625790222.jpg
3481,Vegetables,Xpelon,NA,All Sizes,NA,NA,NA,Phaseolus lunatus,Xpelon bean,NA,2018-10-08,2016-05-26,NA,http://check.ifpsglobal.com/file/view/expelon-3481_1625790150.jpg,expelon-3481_1625790150.jpg
3482,Herbs,Rabbit Herb,NA,All Sizes,NA,NA,NA,Porophyllum linaria (Cav.) DC.,NA,NA,2018-10-08,2016-05-26,NA,http://check.ifpsglobal.com/file/view/rabbit-herb-3482_1625790078.jpg,rabbit-herb-3482_1625790078.jpg
3483,Herbs,Purple Herb,NA,All Sizes,NA,NA,NA,Solanum americanum Mill.,Purple grass,NA,2018-10-08,2016-05-26,NA,http://check.ifpsglobal.com/file/view/purple-herb-3483_1625789958.jpg,purple-herb-3483_1625789958.jpg
3484,Fruits,Apples,Dalinette,All Sizes,NA,NA,NA,Malus domestica,Choupette,NA,2021-02-26,2016-07-18,NA,http://check.ifpsglobal.com/file/view/3484-dalinette-apple_1468863527.jpeg,3484-dalinette-apple_1468863527.jpeg
3485,Fruits,Pears,Harovin Sundown,All Sizes,NA,NA,NA,Pyrus communis,Cold Snap™,NA,2020-03-09,2016-10-31,NA,http://check.ifpsglobal.com/file/view/3485-harovin-sundown-pear_1478113625.JPG,3485-harovin-sundown-pear_1478113625.JPG
3486,Fruits,Apples,CN121,All Sizes,NA,NA,NA,Malus domestica,SugarBee™,NA,2018-10-08,2016-10-31,NA,http://check.ifpsglobal.com/file/view/3486-cn121-apple-image_1477940116.JPG,3486-cn121-apple-image_1477940116.JPG
3487,Fruits,Apples,MN 55,All Sizes,NA,NA,NA,Malus domestica,"Rave™, First Kiss™",NA,2018-10-08,2016-10-31,NA,http://check.ifpsglobal.com/file/view/3487-mn-apple_1486486057.JPG,3487-mn-apple_1486486057.JPG
3488,Fruits,Mango,Red,Extra Large,7 and Larger,NA,NA,Mangifera indica,NA,NA,2018-10-08,2017-01-18,NA,http://check.ifpsglobal.com/file/view/3488-xl-red-mango_1485985967.JPG,3488-xl-red-mango_1485985967.JPG
3489,Fruits,Pears,Cepuna,All Sizes,NA,NA,NA,Pyrus communis,Migo™,NA,2018-10-08,2017-01-26,NA,http://check.ifpsglobal.com/file/view/3489-cepuna-pear_1485985161.JPG,3489-cepuna-pear_1485985161.JPG
3490,Fruits,Apples,MAIA 1,All Sizes,NA,NA,NA,Malus domestica,EverCrisp™,NA,2018-02-07,2018-02-07,NA,http://check.ifpsglobal.com/file/view/maia-1-apple-3490_1501621759.JPG,maia-1-apple-3490_1501621759.JPG
3491,Fruits,Grapes,ARRA FIFTEEN,All Sizes,NA,NA,NA,Vitis vinifera,Sweeties™,NA,2018-04-05,2018-02-08,NA,http://check.ifpsglobal.com/file/view/arra-15-grape_1518122851.JPG,arra-15-grape_1518122851.JPG
3492,Fruits,Grapes,ARRA TWENTYNINE,All Sizes,NA,NA,NA,Vitis vinifera,Passion Fire™,NA,2018-04-05,2018-02-08,NA,http://check.ifpsglobal.com/file/view/arra-29-grape_1518123352.jpg,arra-29-grape_1518123352.jpg
3493,Vegetables,Onions,Tearless Sweet,All Sizes,NA,NA,NA,Allium cepa,Sunions,NA,2018-05-08,2018-05-08,NA,http://check.ifpsglobal.com/file/view/3493-tearless-sweet-onion_1616442954.jpg,3493-tearless-sweet-onion_1616442954.jpg
3494,Fruits,Melon,Watermelon - Yellow Mini Seedless,3-7 Lbs,NA,NA,NA,Citullus lanatus,Sunny Gold™,NA,2018-05-11,2018-05-11,NA,http://check.ifpsglobal.com/file/view/mini-yellow-seedless-watermelon-image_1629294968.PNG,mini-yellow-seedless-watermelon-image_1629294968.PNG
3495,Fruits,Pears,Celina,All Sizes,NA,NA,NA,Pyrus communis,QTee®,NA,2018-05-08,2018-05-08,NA,http://check.ifpsglobal.com/file/view/3495-celina-pear_1616443132.JPG,3495-celina-pear_1616443132.JPG
3496,Fruits,Grapes,IFG Core Red Seedless,All Sizes,NA,NA,NA,Vitis vinifera,"IFG 68-175 (Sweet Celebration®), IFG Four (Sweet Romance®), IFG None (Jack's Salute®)",Image is representative of the PLU commodity type and does not show all varieties covered under this PLU code.,2021-10-01,2018-05-09,NA,http://check.ifpsglobal.com/file/view/3496-ifg-core-red-seedless_1625009014.jpeg,3496-ifg-core-red-seedless_1625009014.jpeg
3497,Fruits,Grapes,IFG Core Black Seedless,All Sizes,NA,NA,NA,Vitis vinifera,"IFG One (Sweet Surrender®), IFG Eight (Sweet Enchantment®), IFG Thirteen (Sweet Secrets®), IFG Fifteen (Sweet Surprise®), IFGSixteen (Sweet Surprise®), IFG Seventeen (Sweet Joy®), IFG Twenty-Five (Sweet Magic®), IFG Twenty-Six (Sweet Bond®)",NA,2021-06-29,2018-05-09,NA,http://check.ifpsglobal.com/file/view/3497-ifg-core-black-seedless_1625009299.jpeg,3497-ifg-core-black-seedless_1625009299.jpeg
3498,Fruits,Grapes,IFG Core Green Seedless,All Sizes,NA,NA,NA,Vitis vinifera,"IFG Two (Sweet Sunshine®), IFG Ten (Sweet Globe®), IFG Eleven (Sugar Crisp®)",NA,2021-06-29,2018-05-09,NA,http://check.ifpsglobal.com/file/view/3498-ifg-core-green-seedless-grape_1625009435.jpeg,3498-ifg-core-green-seedless-grape_1625009435.jpeg
3499,Fruits,Grapes,IFG Novelty Red Seedless,All Sizes,NA,NA,NA,Vitis vinifera,"IFG Fourteen (Sweet Mayabelle®), IFG Eighteen (Sweet Nectar®), IFG Nineteen (Candy Hearts®), IFG Twenty-One (Candy Snaps®), IFG Twenty-Three (Candy Drops®)",NA,2021-06-29,2018-05-09,NA,http://check.ifpsglobal.com/file/view/3499-ifg-novelty-red-seedless-grape_1625009826.jpeg,3499-ifg-novelty-red-seedless-grape_1625009826.jpeg
3500,Fruits,Grapes,IFG Novelty Black Seedless,All Sizes,NA,NA,NA,Vitis vinifera,"IFG Six (Sweet Sapphire®). IFG Twelve (Funny Fingers®), IFG Twenty (Candy Crunch®), IFG Twenty-Two (Candy Dream®s)",NA,2021-06-29,2018-05-09,NA,http://check.ifpsglobal.com/file/view/3500-ifg-novelty-black-seedless-grape_1625009993.jpeg,3500-ifg-novelty-black-seedless-grape_1625009993.jpeg
3501,Fruits,Grapes,IFG Novelty Green Seedless,All Sizes,NA,NA,NA,Vitis vinifera,IFG Seven (Cotton Candy®),NA,2021-06-29,2018-05-09,NA,http://check.ifpsglobal.com/file/view/3501-novelty-green-seedless-grape_1625010191.jpg,3501-novelty-green-seedless-grape_1625010191.jpg
3502,Fruits,Grapes,ARRA TWENTYSEVEN,All Sizes,NA,NA,NA,Vitis vinifera,"ARRA 27, Mystic Star",NA,2021-06-29,2018-05-11,NA,http://check.ifpsglobal.com/file/view/3502-arra-27-grape_1625010352.jpeg,3502-arra-27-grape_1625010352.jpeg
3503,Fruits,Grapes,ARRA TWENTYEIGHT,All Sizes,NA,NA,NA,Vitis vinifera,Passion Punch™,NA,2021-06-29,2018-05-11,NA,http://check.ifpsglobal.com/file/view/arra-28-image-2_1629295941.PNG,arra-28-image-2_1629295941.PNG
3504,Fruits,Grapes,ARRA THIRTY,All Sizes,NA,NA,NA,Vitis vinifera,Sugardrop,NA,2021-06-29,2018-05-11,NA,http://check.ifpsglobal.com/file/view/3504-arra30-grape-image_1625010693.jpeg,3504-arra30-grape-image_1625010693.jpeg
3505,Fruits,Grapes,ARRA THIRTYTWO,All Sizes,NA,NA,NA,Vitis vinifera,Mystic Dream,NA,2018-05-11,2018-05-11,NA,http://check.ifpsglobal.com/file/view/arra-32-image-3_1629296403.PNG,arra-32-image-3_1629296403.PNG
3506,Fruits,Grapes,Sweet Scarlet,All Sizes,NA,NA,NA,Vitis vinifera,Muscato Amore™,NA,2021-06-29,2018-05-11,NA,http://check.ifpsglobal.com/file/view/3506-sweetscarlet-grape-image_1625010934.jpeg,3506-sweetscarlet-grape-image_1625010934.jpeg
3507,Fruits,Apples,WA 38,All Sizes,NA,NA,NA,Malus domestica,Cosmic Crisp®,NA,2021-06-29,2018-08-02,NA,http://check.ifpsglobal.com/file/view/3507-cosmic-crisp-image2_1625011084.jpg,3507-cosmic-crisp-image2_1625011084.jpg
3508,Fruits,Grapes,Thomcord,All Sizes,NA,NA,NA,Vitus vinifera,"Grape Jammers™, Jelly Drops™, California Thomcord™, A29-67",NA,2021-06-30,2018-08-02,NA,http://check.ifpsglobal.com/file/view/3508-thomcord-grape-image-2_1625011217.jpg,3508-thomcord-grape-image-2_1625011217.jpg
3509,Fruits,Avocados,GEM,All Sizes,NA,NA,NA,Persea americana,NA,NA,2021-06-30,2018-10-31,NA,http://check.ifpsglobal.com/file/view/3509-gem-avocado_1625011346.JPG,3509-gem-avocado_1625011346.JPG
3510,Fruits,Apples,Ambrosia,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus domestica,NA,NA,2021-02-26,2018-10-31,NA,http://check.ifpsglobal.com/file/view/ambrosia-apple-image_1629296706.PNG,ambrosia-apple-image_1629296706.PNG
3511,Fruits,Apples,WA 2,All Sizes,NA,NA,NA,Malus domestica,"Crimson Delight™, Sunrise Magic®",NA,2021-03-17,2019-02-01,10005900,http://check.ifpsglobal.com/file/view/wa-2-2_1615989266.jpg,wa-2-2_1615989266.jpg
3512,Vegetables,Tomatoes,Round,All Sizes,NA,NA,NA,Solanum Lycopersicum,Tasti-Lee™,NA,2019-02-04,2019-02-01,10006165,http://check.ifpsglobal.com/file/view/tasti-lee-tomato_1629297414.PNG,tasti-lee-tomato_1629297414.PNG
3513,Fruits,Apples,Shinano Gold,All Sizes,NA,NA,NA,Malus domestica,yello®,NA,2020-10-02,2020-02-28,10005900,http://check.ifpsglobal.com/file/view/shinano-gold-apple-image_1601648836.png,shinano-gold-apple-image_1601648836.png
3514,Fruits,Apples,Fengapi,All Sizes,NA,NA,NA,Malus domestica,Tessa®,NA,2020-02-28,2020-02-28,10005900,http://check.ifpsglobal.com/file/view/fengapi-apple-image_1629298149.PNG,fengapi-apple-image_1629298149.PNG
3515,All,Apples,PremA 153,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus domestica,Lemonade®,NA,2020-02-28,2020-02-28,10005900,http://check.ifpsglobal.com/file/view/prema153-small-image_1629298525.PNG,prema153-small-image_1629298525.PNG
3516,Fruits,Apples,PremA 153,Large,88 size and larger,Average fruit weight = 205g and above,NA,Malus domestica,Lemonade®,NA,2020-02-28,2020-02-28,10005900,http://check.ifpsglobal.com/file/view/prema-153-apple-large-image_1629298871.PNG,prema-153-apple-large-image_1629298871.PNG
3517,Fruits,Kiwifruit,Retailer Assigned - Gold Derivative Varieties,All Sizes,NA,NA,NA,Actinidia chinensis,NA,NA,2020-02-28,2020-02-28,NA,NA,NA
3518,Fruits,Pears,Oksana,All Sizes,NA,NA,NA,Pyrus communis,Xenia,NA,2020-02-06,2020-02-06,NA,http://check.ifpsglobal.com/file/view/oksana-pear-image_1629299357.PNG,oksana-pear-image_1629299357.PNG
3519,Fruits,Apples,R10-45,All Sizes,NA,NA,NA,Malus domestica,Wild Twist,NA,2020-02-06,2020-02-06,NA,http://check.ifpsglobal.com/file/view/r10-45-apple-image_1629299755.PNG,r10-45-apple-image_1629299755.PNG
3520,Vegetables,Onions,SK-20,All Sizes,NA,NA,NA,Allium cepa,"Smileball, Goldies, Onique, SweetNothings, Loving’Onions",NA,2020-02-06,2020-02-06,NA,http://check.ifpsglobal.com/file/view/sk-20-onion-image_1629300230.PNG,sk-20-onion-image_1629300230.PNG
3521,Fruits,Apples,Regal D5-100,All Sizes,NA,NA,NA,Malus domestica,Karma®,NA,2020-08-03,2020-08-03,10005900,http://check.ifpsglobal.com/file/view/regal-d5-100-apple-image_1601649297.png,regal-d5-100-apple-image_1601649297.png
3522,Fruits,Pears,HW624,All Sizes,NA,NA,NA,Pyrus communis,NA,NA,2020-08-03,2020-08-03,10005903,http://check.ifpsglobal.com/file/view/hw624-pear-image_1629300621.PNG,hw624-pear-image_1629300621.PNG
3523,Fruits,Apples,SQ 159,All Sizes,NA,NA,NA,Malus domestica,"Magic Star, Natyra, Kentish Kiss, Sprank,",NA,2021-03-03,2021-01-29,10005900,http://check.ifpsglobal.com/file/view/sq159-apple-image-resized_1612281444.jpg,sq159-apple-image-resized_1612281444.jpg
3524,Fruits,Tangerines/Mandarins,C37,All Sizes,NA,NA,NA,Citrus spp.,Noble Juicy Crunch,NA,2021-10-28,2021-07-30,10005888,http://check.ifpsglobal.com/file/view/noble-juicycrunch-productisolated-900x900-rgb-copy_1627662136.png,noble-juicycrunch-productisolated-900x900-rgb-copy_1627662136.png
3525,Fruits,Apples,CN121,Small,100 size and smaller,Average Fruit Weight = less than 205g,NA,Malus domestica,SugarBee,NA,2021-07-30,2021-07-30,10005900,http://check.ifpsglobal.com/file/view/3486-cn121-apple-image_1627662287.JPG,3486-cn121-apple-image_1627662287.JPG
3526,Fruits,Apples,Howell TC2,All Sizes,NA,NA,NA,Malus domestica,LucyRose,NA,2021-07-30,2021-07-30,10005900,http://check.ifpsglobal.com/file/view/tc-2_1627662386.jpg,tc-2_1627662386.jpg
3527,Fruits,Apples,Howell TC3,All Sizes,NA,NA,NA,Malus domestica,LucyGlo,NA,2021-07-30,2021-07-30,10005900,http://check.ifpsglobal.com/file/view/tc-3-1_1627662658.jpg,tc-3-1_1627662658.jpg
3528,Fruits,Apples,Regal D17-121,All Sizes,NA,NA,NA,Malus domestica,Hunnyz,NA,2021-10-28,2021-10-28,10005900,http://check.ifpsglobal.com/file/view/3528-regal-d17-121_1635439104.jpg,3528-regal-d17-121_1635439104.jpg
3529,Fruits,Apples,PremA 129,All Sizes,NA,NA,NA,Malus domestica,Dazzle,NA,2022-01-28,2022-01-28,10005900,http://check.ifpsglobal.com/file/view/prema129-apple-image_1643402133.PNG,prema129-apple-image_1643402133.PNG
3530,Fruits,Grapes,Jupiter,All Sizes,NA,NA,NA,Vitis vinifera,NA,NA,2022-01-31,2022-01-28,10005918,http://check.ifpsglobal.com/file/view/jupiter-grape-image_1643402607.PNG,jupiter-grape-image_1643402607.PNG
3531,Fruits,Grapes,Sugra Family Black Seedless,All Sizes,NA,NA,NA,Vitis vinifera,Sugrafortynine,NA,2022-01-31,2022-01-28,10005918,http://check.ifpsglobal.com/file/view/sugrafortynine-image_1643403461.PNG,sugrafortynine-image_1643403461.PNG
3532,Fruits,Grapes,Sugra Family Green Seedless,All Sizes,NA,NA,NA,Vitis vinifera,SugraFiftySix,NA,2022-01-31,2022-01-28,10005918,http://check.ifpsglobal.com/file/view/sugrafiftysix-image_1643403898.PNG,sugrafiftysix-image_1643403898.PNG
3533,Fruits,Grapes,Sugra Family Novelty Seedless,All Sizes,NA,NA,NA,Vitis vinifera,SugraFiftyFour,NA,2022-01-31,2022-01-28,10005918,http://check.ifpsglobal.com/file/view/sugrafiftyfour-image_1643404237.PNG,sugrafiftyfour-image_1643404237.PNG
3534,Fruits,Grapes,Sugra Family Red Seedless,All Sizes,NA,NA,NA,Vitis vinifera,SugraFiftyThree,NA,2022-01-31,2022-01-28,10005918,http://check.ifpsglobal.com/file/view/sugrafiftyfour-image_1643404571.PNG,sugrafiftyfour-image_1643404571.PNG
3600,Fruits,Apples,Antares,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,2008-06-03,NA,http://check.ifpsglobal.com/file/view/antares-apple_1629148997.JPG,antares-apple_1629148997.JPG
3601,Fruits,Apples,Huaguan,All Sizes,NA,NA,NA,Malus domestica,Autumn Glory,NA,2021-02-26,2008-06-03,NA,http://check.ifpsglobal.com/file/view/3601-huaguan-apple_1460404549.jpg,3601-huaguan-apple_1460404549.jpg
3602,Fruits,Apples,Belgica,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,2008-11-26,NA,http://check.ifpsglobal.com/file/view/3602-belgica-apple_1460403066.JPG,3602-belgica-apple_1460403066.JPG
3603,Fruits,Apples,Minneiska,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2016-04-11,2008-11-26,NA,http://check.ifpsglobal.com/file/view/3603-minneiska-apple_1460404859.jpg,3603-minneiska-apple_1460404859.jpg
3604,Fruits,Apples,Emmons,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,2008-11-26,NA,http://check.ifpsglobal.com/file/view/3604-emmons-apple_1460404152.JPG,3604-emmons-apple_1460404152.JPG
3605,Fruits,Apples,Nicoter,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,2009-05-13,NA,http://check.ifpsglobal.com/file/view/3605-nicoter-apple_1460471747.JPG,3605-nicoter-apple_1460471747.JPG
3606,Fruits,Pears,Sweet Sensation,All Sizes,NA,NA,NA,Pyrus spp.,NA,NA,2016-04-12,2009-05-13,NA,http://check.ifpsglobal.com/file/view/3606-sweet-sensation-pear_1460476037.jpg,3606-sweet-sensation-pear_1460476037.jpg
3607,Fruits,Apples,Mariri Red,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,2007-10-23,NA,http://check.ifpsglobal.com/file/view/mariri-red-apples_1629148722.jpg,mariri-red-apples_1629148722.jpg
3608,Fruits,Apples,Sciros,Large,88 size and larger,Average Fruit Weight = 205g and above,NA,Malus domestica,Pacific Rose,NA,2021-02-26,2002-10-16,NA,http://check.ifpsglobal.com/file/view/3608-apple-pacific-rose_1630597612.jpg,3608-apple-pacific-rose_1630597612.jpg
3609,Fruits,Plumcot (Interspecific Plum),Red,All Sizes,NA,NA,NA,Prunus spp.,NA,NA,2008-06-03,2008-06-03,NA,http://check.ifpsglobal.com/file/view/interspecific-plum-red-picture_1629142191.JPG,interspecific-plum-red-picture_1629142191.JPG
3610,Fruits,Plumcot (Interspecific Plum),Green,All Sizes,NA,NA,NA,Prunus spp.,NA,NA,2008-06-03,2008-06-03,NA,http://check.ifpsglobal.com/file/view/interspecific-plum-green-picture_1629142267.JPG,interspecific-plum-green-picture_1629142267.JPG
3611,Fruits,Plumcot (Interspecific Plum),Black,All Sizes,NA,NA,NA,Prunus spp.,NA,NA,2008-06-03,2008-06-03,NA,http://check.ifpsglobal.com/file/view/interspecific-plum-black-picture_1629142350.JPG,interspecific-plum-black-picture_1629142350.JPG
3612,Fruits,Apples,Nicogreen,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,2009-05-13,NA,http://check.ifpsglobal.com/file/view/3612-nicogreen-apple_1460471798.JPG,3612-nicogreen-apple_1460471798.JPG
3613,Fruits,Apples,Fuji Brak,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,2009-05-13,NA,http://check.ifpsglobal.com/file/view/3613-fuji-brak-apple_1460404333.JPG,3613-fuji-brak-apple_1460404333.JPG
3614,Fruits,Apricots,Red,All Sizes,NA,NA,NA,Prunus armeniaca,NA,NA,2016-04-12,2009-10-15,NA,http://check.ifpsglobal.com/file/view/3614-red-apricot_1460474571.JPG,3614-red-apricot_1460474571.JPG
3615,Fruits,Apples,Civni,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,2009-10-29,NA,http://check.ifpsglobal.com/file/view/3615-civni-apple_1460403607.jpg,3615-civni-apple_1460403607.jpg
3616,Fruits,Apples,Scilate,Large,88 size and larger,NA,NA,Malus domestica,ENVY,NA,2016-04-12,2013-05-06,NA,http://check.ifpsglobal.com/file/view/3616-scilate-apple_1460475110.JPG,3616-scilate-apple_1460475110.JPG
3617,Fruits,Lemons,Seedless,All Sizes,NA,NA,NA,NA,NA,NA,2016-04-12,2010-06-28,NA,http://check.ifpsglobal.com/file/view/3617-seedless-lemon_1460475688.JPG,3617-seedless-lemon_1460475688.JPG
3618,Fruits,Apples,Opal,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,2007-10-19,NA,http://check.ifpsglobal.com/file/view/3618-opal-apple_1460471841.jpg,3618-opal-apple_1460471841.jpg
3619,Fruits,Apples,Milwa,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2021-02-26,2011-06-09,NA,http://check.ifpsglobal.com/file/view/3619-milwa-apple_1460404807.jpg,3619-milwa-apple_1460404807.jpg
3620,Fruits,Apples,Plumac,All Sizes,NA,NA,NA,Malus domestica,NA,NA,2018-10-08,2011-06-09,NA,http://check.ifpsglobal.com/file/view/3620-plumac-apple_1460472152.png,3620-plumac-apple_1460472152.png
3621,Fruits,Mango,Francis,All Sizes,NA,NA,NA,Mangifera Indica,"Madame Francis, Francine",NA,2016-04-11,2011-10-24,NA,http://check.ifpsglobal.com/file/view/3621-francis-mango_1460404284.jpg,3621-francis-mango_1460404284.jpg
3622,Fruits,Melon,Honey Green,All Sizes,NA,NA,NA,Cucumis melo,Papaya Melon,NA,2018-10-08,2011-10-24,NA,http://check.ifpsglobal.com/file/view/3622-honey-green-melon_1460404501.jpg,3622-honey-green-melon_1460404501.jpg
3623,Fruits,Melon,Hami,All Sizes,NA,NA,NA,Cucumis melo,Chinese Hami or Snow Melon,NA,2016-04-11,2011-10-24,NA,http://check.ifpsglobal.com/file/view/3623-hami-melon_1460404438.jpg,3623-hami-melon_1460404438.jpg
3624,Fruits,Melon,Korean,All Sizes,NA,NA,NA,Cucumis melo,NA,NA,2018-10-08,2011-10-24,NA,http://check.ifpsglobal.com/file/view/3624-korean-melon_1460404665.jpg,3624-korean-melon_1460404665.jpg
3625,Fruits,Apples,Minnewashta,All Sizes,NA,NA,NA,Malus domestica,Zestar,NA,2016-04-11,2011-10-24,NA,http://check.ifpsglobal.com/file/view/3625-minnewashta-apple_1460404907.jpg,3625-minnewashta-apple_1460404907.jpg
